week,team,opponent,site,team_rating,opponent_rating,projected_spread,favorite,favorite_spread,win_probability
1,Air Force,Duquesne (FCS baseline),home,-7.59,-18.0,12.91,Air Force,12.91,0.7901
2,Air Force,North Dakota State (unrated FBS baseline),home,-7.59,-12.0,6.91,Air Force,6.91,0.6671
4,Air Force,Nevada,away,-7.59,-12.08,1.99,Air Force,1.99,0.5495
5,Air Force,Navy,home,-7.59,0.98,-6.07,Navy,6.07,0.3522
6,Air Force,Northern Illinois,away,-7.59,-14.94,4.85,Air Force,4.85,0.6191
7,Air Force,UNLV,home,-7.59,0.52,-5.61,UNLV,5.61,0.3629
8,Air Force,Wyoming,away,-7.59,-7.1,-2.99,Wyoming,2.99,0.4259
9,Air Force,UConn,home,-7.59,-4.98,-0.11,UConn,0.11,0.4973
10,Air Force,Army,away,-7.59,-6.67,-3.42,Army,3.42,0.4154
11,Air Force,San José State,home,-7.59,-6.54,1.45,Air Force,1.45,0.5361
12,Air Force,UTEP,home,-7.59,-12.66,7.57,Air Force,7.57,0.6819
13,Air Force,New Mexico,away,-7.59,-5.44,-4.65,New Mexico,4.65,0.3857
1,Akron,Wake Forest,away,-21.45,-2.7,-21.25,Wake Forest,21.25,0.0921
2,Akron,Robert Morris (FCS baseline),home,-21.45,-18.0,-0.95,Robert Morris (FCS baseline),0.95,0.4763
3,Akron,Minnesota,away,-21.45,0.77,-24.72,Minnesota,24.72,0.0612
4,Akron,UNLV,home,-21.45,0.52,-19.47,UNLV,19.47,0.1118
5,Akron,Central Michigan,away,-21.45,-12.93,-11.02,Central Michigan,11.02,0.2455
6,Akron,Eastern Michigan,home,-21.45,-13.09,-5.86,Eastern Michigan,5.86,0.3571
7,Akron,Miami (OH),away,-21.45,-5.8,-18.15,Miami (OH),18.15,0.1283
8,Akron,Kent State,away,-21.45,-25.57,1.62,Akron,1.62,0.5403
10,Akron,Ohio,home,-21.45,-2.05,-16.9,Ohio,16.9,0.1454
11,Akron,Western Michigan,home,-21.45,-8.82,-10.13,Western Michigan,10.13,0.2633
12,Akron,Massachusetts,away,-21.45,-27.03,3.08,Akron,3.08,0.5763
13,Akron,Buffalo,home,-21.45,-9.82,-9.13,Buffalo,9.13,0.2841
1,Alabama,East Carolina,home,22.02,-1.07,25.59,Alabama,25.59,0.9451
2,Alabama,Kentucky,away,22.02,6.79,12.73,Alabama,12.73,0.7869
3,Alabama,Florida State,home,22.02,7.9,16.62,Alabama,16.62,0.8505
4,Alabama,South Carolina,home,22.02,10.15,14.37,Alabama,14.37,0.8154
5,Alabama,Mississippi State,away,22.02,4.78,14.74,Alabama,14.74,0.8215
6,Alabama,Georgia,home,22.02,23.69,0.83,Alabama,0.83,0.5207
7,Alabama,Tennessee,away,22.02,15.49,4.03,Alabama,4.03,0.5994
8,Alabama,Texas A&M,home,22.02,21.08,3.44,Alabama,3.44,0.5851
10,Alabama,LSU,away,22.02,13.13,6.39,Alabama,6.39,0.6552
11,Alabama,Vanderbilt,away,22.02,13.24,6.28,Alabama,6.28,0.6527
12,Alabama,Chattanooga (FCS baseline),home,22.02,-18.0,42.52,Alabama,42.52,0.9961
13,Alabama,Auburn,home,22.02,12.61,11.91,Alabama,11.91,0.7717
1,App State,Maine (FCS baseline),home,-9.22,-18.0,11.28,App State,11.28,0.7596
2,App State,East Carolina,away,-9.22,-1.07,-10.65,East Carolina,10.65,0.2528
3,App State,Charlotte,home,-9.22,-20.32,13.6,App State,13.6,0.8023
4,App State,NC State,away,-9.22,2.48,-14.2,NC State,14.2,0.1874
6,App State,Old Dominion,home,-9.22,2.02,-8.74,Old Dominion,8.74,0.2924
7,App State,Coastal Carolina,away,-9.22,-12.42,0.7,App State,0.7,0.5174
8,App State,James Madison,home,-9.22,8.29,-15.01,James Madison,15.01,0.1741
9,App State,Georgia Southern,away,-9.22,-9.18,-2.54,Georgia Southern,2.54,0.4369
10,App State,Georgia State,home,-9.22,-13.8,7.08,App State,7.08,0.6709
11,App State,Marshall,away,-9.22,-4.97,-6.75,Marshall,6.75,0.3366
12,App State,UL Monroe,home,-9.22,-17.09,10.37,App State,10.37,0.7415
13,App State,South Alabama,away,-9.22,-9.24,-2.48,South Alabama,2.48,0.4384
1,Arizona,Northern Arizona (FCS baseline),home,3.61,-18.0,24.11,Arizona,24.11,0.9341
2,Arizona,BYU,away,3.61,8.21,-7.1,BYU,7.1,0.3286
3,Arizona,Northern Illinois,home,3.61,-14.94,21.05,Arizona,21.05,0.9059
4,Arizona,Washington State,away,3.61,-4.21,5.32,Arizona,5.32,0.6302
5,Arizona,Cincinnati,home,3.61,5.26,0.85,Arizona,0.85,0.5212
6,Arizona,West Virginia,away,3.61,-3.99,5.1,Arizona,5.1,0.625
8,Arizona,Iowa State,home,3.61,3.54,2.57,Arizona,2.57,0.5638
9,Arizona,Texas Tech,away,3.61,17.8,-16.69,Texas Tech,16.69,0.1484
10,Arizona,TCU,home,3.61,9.87,-3.76,TCU,3.76,0.4071
11,Arizona,Utah,home,3.61,15.03,-8.92,Utah,8.92,0.2886
12,Arizona,Kansas State,away,3.61,7.43,-6.32,Kansas State,6.32,0.3464
13,Arizona,Arizona State,home,3.61,5.67,0.44,Arizona,0.44,0.511
1,Arizona State,Morgan State (FCS baseline),home,5.67,-18.0,26.17,Arizona State,26.17,0.949
2,Arizona State,Texas A&M,away,5.67,21.08,-17.91,Texas A&M,17.91,0.1315
3,Arizona State,Kansas,neutral,5.67,6.17,-0.5,Kansas,0.5,0.4875
5,Arizona State,Baylor,home,5.67,7.36,0.81,Arizona State,0.81,0.5202
6,Arizona State,Hawai'i,home,5.67,-6.15,14.32,Arizona State,14.32,0.8146
7,Arizona State,Texas Tech,away,5.67,17.8,-14.63,Texas Tech,14.63,0.1803
8,Arizona State,Kansas State,home,5.67,7.43,0.74,Arizona State,0.74,0.5184
9,Arizona State,BYU,away,5.67,8.21,-5.04,BYU,5.04,0.3764
10,Arizona State,Colorado,home,5.67,-0.21,8.38,Arizona State,8.38,0.6998
11,Arizona State,UCF,away,5.67,0.08,3.09,Arizona State,3.09,0.5766
12,Arizona State,Oklahoma State,home,5.67,-15.83,24.0,Arizona State,24.0,0.9332
13,Arizona State,Arizona,away,5.67,3.61,-0.44,Arizona,0.44,0.489
1,Arkansas,North Alabama (FCS baseline),home,11.29,-18.0,31.79,Arkansas,31.79,0.9765
2,Arkansas,Utah,away,11.29,15.03,-6.24,Utah,6.24,0.3483
3,Arkansas,Georgia,home,11.29,23.69,-9.9,Georgia,9.9,0.268
4,Arkansas,Tulsa,home,11.29,-14.2,27.99,Arkansas,27.99,0.9599
5,Arkansas,Texas A&M,away,11.29,21.08,-12.29,Texas A&M,12.29,0.2212
6,Arkansas,Tennessee,home,11.29,15.49,-1.7,Tennessee,1.7,0.4577
7,Arkansas,Vanderbilt,away,11.29,13.24,-4.45,Vanderbilt,4.45,0.3905
9,Arkansas,Missouri,home,11.29,12.97,0.82,Arkansas,0.82,0.5204
10,Arkansas,Auburn,away,11.29,12.61,-3.82,Auburn,3.82,0.4056
11,Arkansas,South Carolina,home,11.29,10.15,3.64,Arkansas,3.64,0.59
12,Arkansas,Texas,away,11.29,18.63,-9.84,Texas,9.84,0.2693
13,Arkansas,LSU,home,11.29,13.13,0.66,Arkansas,0.66,0.5165
1,Arkansas State,Memphis,away,-12.06,1.94,-16.5,Memphis,16.5,0.1512
2,Arkansas State,West Georgia (FCS baseline),home,-12.06,-18.0,8.44,Arkansas State,8.44,0.7011
3,Arkansas State,TCU,away,-12.06,9.87,-24.43,TCU,24.43,0.0634
4,Arkansas State,Kennesaw State,home,-12.06,-8.18,-1.38,Kennesaw State,1.38,0.4656
5,Arkansas State,Louisiana,away,-12.06,-10.25,-4.31,Louisiana,4.31,0.3938
6,Arkansas State,South Alabama,home,-12.06,-9.24,-0.32,South Alabama,0.32,0.492
7,Arkansas State,Southern Miss,away,-12.06,-4.5,-10.06,Southern Miss,10.06,0.2648
8,Arkansas State,Georgia State,home,-12.06,-13.8,4.24,Arkansas State,4.24,0.6045
10,Arkansas State,UL Monroe,home,-12.06,-17.09,7.53,Arkansas State,7.53,0.681
11,Arkansas State,Coastal Carolina,away,-12.06,-12.42,-2.14,Coastal Carolina,2.14,0.4468
12,Arkansas State,Louisiana Tech,away,-12.06,-8.08,-6.48,Louisiana Tech,6.48,0.3427
13,Arkansas State,Troy,home,-12.06,-8.14,-1.42,Troy,1.42,0.4646
1,Army,Bryant (FCS baseline),home,-6.67,-18.0,13.83,Army,13.83,0.8063
2,Army,South Florida,home,-6.67,6.33,-10.5,South Florida,10.5,0.2558
4,Army,Temple,away,-6.67,-11.33,2.16,Army,2.16,0.5537
5,Army,Louisiana Tech,away,-6.67,-8.08,-1.09,Louisiana Tech,1.09,0.4728
6,Army,Tulane,home,-6.67,4.35,-8.52,Tulane,8.52,0.2972
7,Army,Florida Atlantic,home,-6.67,-12.25,8.08,Army,8.08,0.6932
8,Army,Tulsa,away,-6.67,-14.2,5.03,Army,5.03,0.6234
9,Army,Memphis,away,-6.67,1.94,-11.11,Memphis,11.11,0.2437
10,Army,Air Force,home,-6.67,-7.59,3.42,Army,3.42,0.5846
12,Army,East Carolina,home,-6.67,-1.07,-3.1,East Carolina,3.1,0.4232
13,Army,Rice,away,-6.67,-12.69,3.52,Army,3.52,0.5871
15,Army,Navy,neutral,-6.67,0.98,-7.65,Navy,7.65,0.3163
1,Auburn,Baylor,neutral,12.61,7.36,5.25,Auburn,5.25,0.6286
2,Auburn,Southern Miss,home,12.61,-4.5,19.61,Auburn,19.61,0.8898
3,Auburn,Florida,home,12.61,10.73,4.38,Auburn,4.38,0.6079
4,Auburn,Vanderbilt,home,12.61,13.24,1.87,Auburn,1.87,0.5465
5,Auburn,Tennessee,away,12.61,15.49,-5.38,Tennessee,5.38,0.3683
7,Auburn,Georgia,away,12.61,23.69,-13.58,Georgia,13.58,0.198
8,Auburn,LSU,home,12.61,13.13,1.98,Auburn,1.98,0.5492
9,Auburn,Ole Miss,away,12.61,18.57,-8.46,Ole Miss,8.46,0.2985
10,Auburn,Arkansas,home,12.61,11.29,3.82,Auburn,3.82,0.5944
11,Auburn,Mississippi State,away,12.61,4.78,5.33,Auburn,5.33,0.6305
12,Auburn,Samford (FCS baseline),home,12.61,-18.0,33.11,Auburn,33.11,0.9807
13,Auburn,Alabama,away,12.61,22.02,-11.91,Alabama,11.91,0.2283
1,BYU,Utah Tech (FCS baseline),home,8.21,-18.0,28.71,BYU,28.71,0.9636
2,BYU,Arizona,home,8.21,3.61,7.1,BYU,7.1,0.6714
3,BYU,Colorado State,away,8.21,-8.04,13.75,BYU,13.75,0.8049
5,BYU,TCU,away,8.21,9.87,-4.16,TCU,4.16,0.3974
6,BYU,Iowa State,home,8.21,3.54,7.17,BYU,7.17,0.673
7,BYU,Notre Dame,home,8.21,23.71,-13.0,Notre Dame,13.0,0.2083
8,BYU,UCF,away,8.21,0.08,5.63,BYU,5.63,0.6375
9,BYU,Arizona State,home,8.21,5.67,5.04,BYU,5.04,0.6236
10,BYU,Utah,away,8.21,15.03,-9.32,Utah,9.32,0.2801
11,BYU,Baylor,home,8.21,7.36,3.35,BYU,3.35,0.5829
12,BYU,Kansas,away,8.21,6.17,-0.46,Kansas,0.46,0.4885
13,BYU,Cincinnati,home,8.21,5.26,5.45,BYU,5.45,0.6333
1,Ball State,Ohio State,away,-22.17,27.84,-52.51,Ohio State,52.51,0.0005
2,Ball State,Stony Brook (FCS baseline),home,-22.17,-18.0,-1.67,Stony Brook (FCS baseline),1.67,0.4584
3,Ball State,Liberty,away,-22.17,-3.45,-21.22,Liberty,21.22,0.0924
4,Ball State,Kent State,away,-22.17,-25.57,0.9,Ball State,0.9,0.5224
5,Ball State,Toledo,home,-22.17,0.68,-20.35,Toledo,20.35,0.1017
6,Ball State,Northwestern,away,-22.17,0.2,-24.87,Northwestern,24.87,0.06
7,Ball State,Bowling Green,away,-22.17,-13.81,-10.86,Bowling Green,10.86,0.2486
8,Ball State,Sacramento State (unrated FBS baseline),home,-22.17,-12.0,-7.67,Sacramento State (unrated FBS baseline),7.67,0.3158
10,Ball State,Massachusetts,away,-22.17,-27.03,2.36,Ball State,2.36,0.5586
11,Ball State,Buffalo,home,-22.17,-9.82,-9.85,Buffalo,9.85,0.2691
12,Ball State,Ohio,away,-22.17,-2.05,-22.62,Ohio,22.62,0.0787
13,Ball State,Central Michigan,home,-22.17,-12.93,-6.74,Central Michigan,6.74,0.3368
1,Baylor,Auburn,neutral,7.36,12.61,-5.25,Auburn,5.25,0.3714
2,Baylor,Prairie View A&M (FCS baseline),home,7.36,-18.0,27.86,Baylor,27.86,0.9592
3,Baylor,Louisiana Tech,home,7.36,-8.08,17.94,Baylor,17.94,0.8689
4,Baylor,Colorado,home,7.36,-0.21,10.07,Baylor,10.07,0.7354
5,Baylor,Arizona State,away,7.36,5.67,-0.81,Arizona State,0.81,0.4798
7,Baylor,TCU,home,7.36,9.87,-0.01,TCU,0.01,0.4998
8,Baylor,Kansas,away,7.36,6.17,-1.31,Kansas,1.31,0.4674
9,Baylor,UCF,away,7.36,0.08,4.78,Baylor,4.78,0.6174
10,Baylor,Iowa State,home,7.36,3.54,6.32,Baylor,6.32,0.6536
11,Baylor,BYU,away,7.36,8.21,-3.35,BYU,3.35,0.4171
12,Baylor,Texas Tech,home,7.36,17.8,-7.94,Texas Tech,7.94,0.3099
13,Baylor,Houston,away,7.36,1.01,3.85,Baylor,3.85,0.5951
1,Boise State,Oregon,away,5.3,26.55,-23.75,Oregon,23.75,0.0689
2,Boise State,Memphis,home,5.3,1.94,5.86,Boise State,5.86,0.6429
3,Boise State,South Dakota (FCS baseline),home,5.3,-18.0,25.8,Boise State,25.8,0.9466
4,Boise State,Western Michigan,away,5.3,-8.82,11.62,Boise State,11.62,0.7662
5,Boise State,Utah State,home,5.3,-7.03,14.83,Boise State,14.83,0.823
6,Boise State,Fresno State,away,5.3,-5.91,8.71,Boise State,8.71,0.7069
8,Boise State,Washington State,away,5.3,-4.21,7.01,Boise State,7.01,0.6694
9,Boise State,Texas State,home,5.3,-0.75,8.55,Boise State,8.55,0.7035
10,Boise State,Colorado State,away,5.3,-8.04,10.84,Boise State,10.84,0.751
11,Boise State,Oregon State,home,5.3,-8.31,16.11,Boise State,16.11,0.843
12,Boise State,San Diego State,home,5.3,-1.36,9.16,Boise State,9.16,0.7165
1,Boston College,Cincinnati,away,-5.86,5.26,-13.62,Cincinnati,13.62,0.1973
2,Boston College,Rutgers,home,-5.86,2.19,-5.55,Rutgers,5.55,0.3643
3,Boston College,Maine (FCS baseline),home,-5.86,-18.0,14.64,Boston College,14.64,0.8199
4,Boston College,Virginia Tech,home,-5.86,-1.97,-1.39,Virginia Tech,1.39,0.4654
5,Boston College,SMU,away,-5.86,10.46,-18.82,SMU,18.82,0.1197
7,Boston College,Pittsburgh,home,-5.86,5.62,-8.98,Pittsburgh,8.98,0.2873
8,Boston College,Georgia Tech,away,-5.86,7.05,-15.41,Georgia Tech,15.41,0.1677
9,Boston College,Duke,away,-5.86,4.34,-12.7,Duke,12.7,0.2137
10,Boston College,Florida State,home,-5.86,7.9,-11.26,Florida State,11.26,0.2408
11,Boston College,Notre Dame,away,-5.86,23.71,-32.07,Notre Dame,32.07,0.0225
12,Boston College,Syracuse,home,-5.86,-5.03,1.67,Boston College,1.67,0.5416
13,Boston College,Miami,away,-5.86,21.21,-29.57,Miami,29.57,0.0323
1,Bowling Green,Tarleton State (FCS baseline),home,-13.81,-18.0,6.69,Bowling Green,6.69,0.6621
2,Bowling Green,Nebraska,away,-13.81,10.01,-26.32,Nebraska,26.32,0.05
3,Bowling Green,Iowa State,away,-13.81,3.54,-19.85,Iowa State,19.85,0.1074
4,Bowling Green,South Florida,home,-13.81,6.33,-17.64,South Florida,17.64,0.1351
5,Bowling Green,Miami (OH),away,-13.81,-5.8,-10.51,Miami (OH),10.51,0.2556
6,Bowling Green,Sacramento State (unrated FBS baseline),home,-13.81,-12.0,0.69,Bowling Green,0.69,0.5172
7,Bowling Green,Ball State,home,-13.81,-22.17,10.86,Bowling Green,10.86,0.7514
8,Bowling Green,Buffalo,away,-13.81,-9.82,-6.49,Buffalo,6.49,0.3425
9,Bowling Green,Western Michigan,away,-13.81,-8.82,-7.49,Western Michigan,7.49,0.3198
11,Bowling Green,Kent State,home,-13.81,-25.57,14.26,Bowling Green,14.26,0.8136
12,Bowling Green,Toledo,away,-13.81,0.68,-16.99,Toledo,16.99,0.1441
13,Bowling Green,Massachusetts,home,-13.81,-27.03,15.72,Bowling Green,15.72,0.8371
1,Buffalo,UAlbany (FCS baseline),home,-9.82,-18.0,10.68,Buffalo,10.68,0.7478
2,Buffalo,Florida International,away,-9.82,-9.82,-2.5,Florida International,2.5,0.4379
3,Buffalo,Penn State,away,-9.82,17.74,-30.06,Penn State,30.06,0.0301
4,Buffalo,Robert Morris (FCS baseline),home,-9.82,-18.0,10.68,Buffalo,10.68,0.7478
5,Buffalo,Western Michigan,home,-9.82,-8.82,1.5,Buffalo,1.5,0.5373
6,Buffalo,Toledo,away,-9.82,0.68,-13.0,Toledo,13.0,0.2083
7,Buffalo,Massachusetts,home,-9.82,-27.03,19.71,Buffalo,19.71,0.891
8,Buffalo,Bowling Green,home,-9.82,-13.81,6.49,Buffalo,6.49,0.6575
10,Buffalo,Miami (OH),away,-9.82,-5.8,-6.52,Miami (OH),6.52,0.3418
11,Buffalo,Ball State,away,-9.82,-22.17,9.85,Buffalo,9.85,0.7309
12,Buffalo,Central Michigan,home,-9.82,-12.93,5.61,Buffalo,5.61,0.6371
13,Buffalo,Akron,away,-9.82,-21.45,9.13,Buffalo,9.13,0.7159
1,California,UCLA,home,-2.39,0.51,-0.4,UCLA,0.4,0.49
2,California,Syracuse,away,-2.39,-5.03,0.14,California,0.14,0.5035
3,California,Wagner (FCS baseline),home,-2.39,-18.0,18.11,California,18.11,0.8712
4,California,Clemson,home,-2.39,12.8,-12.69,Clemson,12.69,0.2139
5,California,UNLV,away,-2.39,0.52,-5.41,UNLV,5.41,0.3676
6,California,Virginia Tech,home,-2.39,-1.97,2.08,California,2.08,0.5517
7,California,Wake Forest,home,-2.39,-2.7,2.81,California,2.81,0.5697
8,California,SMU,away,-2.39,10.46,-15.35,SMU,15.35,0.1687
9,California,NC State,away,-2.39,2.48,-7.37,NC State,7.37,0.3225
11,California,Virginia,away,-2.39,3.43,-8.32,Virginia,8.32,0.3015
12,California,Stanford,home,-2.39,-8.78,8.89,California,8.89,0.7108
13,California,Pittsburgh,home,-2.39,5.62,-5.51,Pittsburgh,5.51,0.3653
1,Central Michigan,New Mexico,away,-12.93,-5.44,-9.99,New Mexico,9.99,0.2662
2,Central Michigan,Colgate (FCS baseline),home,-12.93,-18.0,7.57,Central Michigan,7.57,0.6819
3,Central Michigan,Wyoming,home,-12.93,-7.1,-3.33,Wyoming,3.33,0.4176
4,Central Michigan,Miami,away,-12.93,21.21,-36.64,Miami,36.64,0.011
5,Central Michigan,Akron,home,-12.93,-21.45,11.02,Central Michigan,11.02,0.7545
6,Central Michigan,Ohio,away,-12.93,-2.05,-13.38,Ohio,13.38,0.2015
7,Central Michigan,Western Michigan,home,-12.93,-8.82,-1.61,Western Michigan,1.61,0.4599
8,Central Michigan,Miami (OH),home,-12.93,-5.8,-4.63,Miami (OH),4.63,0.3861
10,Central Michigan,Eastern Michigan,neutral,-12.93,-13.09,0.16,Central Michigan,0.16,0.504
11,Central Michigan,Sacramento State (unrated FBS baseline),home,-12.93,-12.0,1.57,Central Michigan,1.57,0.5391
12,Central Michigan,Buffalo,away,-12.93,-9.82,-5.61,Buffalo,5.61,0.3629
13,Central Michigan,Ball State,away,-12.93,-22.17,6.74,Central Michigan,6.74,0.6632
1,Charlotte,The Citadel (FCS baseline),home,-20.32,-18.0,0.18,Charlotte,0.18,0.5045
2,Charlotte,Ole Miss,away,-20.32,18.57,-41.39,Ole Miss,41.39,0.0048
3,Charlotte,App State,away,-20.32,-9.22,-13.6,App State,13.6,0.1977
4,Charlotte,Louisiana,home,-20.32,-10.25,-7.57,Louisiana,7.57,0.3181
5,Charlotte,Memphis,home,-20.32,1.94,-19.76,Memphis,19.76,0.1084
6,Charlotte,North Texas,away,-20.32,4.44,-27.26,North Texas,27.26,0.0442
7,Charlotte,Temple,away,-20.32,-11.33,-11.49,Temple,11.49,0.2363
9,Charlotte,Tulane,home,-20.32,4.35,-22.17,Tulane,22.17,0.0829
10,Charlotte,UAB,away,-20.32,-14.46,-8.36,UAB,8.36,0.3007
11,Charlotte,East Carolina,home,-20.32,-1.07,-16.75,East Carolina,16.75,0.1476
12,Charlotte,Tulsa,away,-20.32,-14.2,-8.62,Tulsa,8.62,0.295
13,Charlotte,Navy,home,-20.32,0.98,-18.8,Navy,18.8,0.12
1,Cincinnati,Boston College,home,5.26,-5.86,13.62,Cincinnati,13.62,0.8027
2,Cincinnati,Western Carolina (FCS baseline),home,5.26,-18.0,25.76,Cincinnati,25.76,0.9463
3,Cincinnati,Miami (OH),home,5.26,-5.8,13.56,Cincinnati,13.56,0.8016
4,Cincinnati,Kansas State,home,5.26,7.43,0.33,Cincinnati,0.33,0.5082
5,Cincinnati,Arizona,away,5.26,3.61,-0.85,Arizona,0.85,0.4788
7,Cincinnati,West Virginia,away,5.26,-3.99,6.75,Cincinnati,6.75,0.6634
8,Cincinnati,Texas Tech,home,5.26,17.8,-10.04,Texas Tech,10.04,0.2652
9,Cincinnati,Utah,home,5.26,15.03,-7.27,Utah,7.27,0.3248
10,Cincinnati,Houston,away,5.26,1.01,1.75,Cincinnati,1.75,0.5435
11,Cincinnati,Iowa State,away,5.26,3.54,-0.78,Iowa State,0.78,0.4806
12,Cincinnati,Colorado,home,5.26,-0.21,7.97,Cincinnati,7.97,0.6908
13,Cincinnati,BYU,away,5.26,8.21,-5.45,BYU,5.45,0.3667
1,Clemson,LSU,away,12.8,13.13,-2.83,LSU,2.83,0.4298
2,Clemson,Georgia Southern,home,12.8,-9.18,24.48,Clemson,24.48,0.937
3,Clemson,North Carolina,home,12.8,-5.52,20.82,Clemson,20.82,0.9034
4,Clemson,California,away,12.8,-2.39,12.69,Clemson,12.69,0.7861
5,Clemson,Miami,home,12.8,21.21,-5.91,Miami,5.91,0.3559
7,Clemson,Charleston Southern (FCS baseline),home,12.8,-18.0,33.3,Clemson,33.3,0.9813
8,Clemson,Virginia Tech,home,12.8,-1.97,17.27,Clemson,17.27,0.8598
9,Clemson,Florida State,away,12.8,7.9,2.4,Clemson,2.4,0.5596
10,Clemson,Syracuse,away,12.8,-5.03,15.33,Clemson,15.33,0.831
11,Clemson,Georgia Tech,home,12.8,7.05,8.25,Clemson,8.25,0.6969
12,Clemson,Duke,away,12.8,4.34,5.96,Clemson,5.96,0.6452
13,Clemson,South Carolina,home,12.8,10.15,5.15,Clemson,5.15,0.6262
1,Coastal Carolina,West Virginia,away,-12.42,-3.99,-10.93,West Virginia,10.93,0.2473
2,Coastal Carolina,Fordham (FCS baseline),home,-12.42,-18.0,8.08,Coastal Carolina,8.08,0.6932
3,Coastal Carolina,Delaware,away,-12.42,-9.72,-5.2,Delaware,5.2,0.3726
4,Coastal Carolina,Liberty,home,-12.42,-3.45,-6.47,Liberty,6.47,0.343
5,Coastal Carolina,Georgia Southern,home,-12.42,-9.18,-0.74,Georgia Southern,0.74,0.4816
6,Coastal Carolina,Marshall,away,-12.42,-4.97,-9.95,Marshall,9.95,0.267
7,Coastal Carolina,App State,home,-12.42,-9.22,-0.7,App State,0.7,0.4826
9,Coastal Carolina,Georgia State,away,-12.42,-13.8,-1.12,Georgia State,1.12,0.4721
10,Coastal Carolina,Old Dominion,home,-12.42,2.02,-11.94,Old Dominion,11.94,0.2278
11,Coastal Carolina,Arkansas State,home,-12.42,-12.06,2.14,Coastal Carolina,2.14,0.5532
12,Coastal Carolina,Louisiana,away,-12.42,-10.25,-4.67,Louisiana,4.67,0.3852
13,Coastal Carolina,James Madison,away,-12.42,8.29,-23.21,James Madison,23.21,0.0734
1,Colorado,Georgia Tech,away,-0.21,7.05,-9.76,Georgia Tech,9.76,0.2709
2,Colorado,Weber State (FCS baseline),home,-0.21,-18.0,20.29,Colorado,20.29,0.8976
3,Colorado,Northwestern,away,-0.21,0.2,-2.91,Northwestern,2.91,0.4278
4,Colorado,Baylor,away,-0.21,7.36,-10.07,Baylor,10.07,0.2646
5,Colorado,Texas Tech,home,-0.21,17.8,-15.51,Texas Tech,15.51,0.1662
7,Colorado,Utah,home,-0.21,15.03,-12.74,Utah,12.74,0.2129
8,Colorado,Oklahoma State,away,-0.21,-15.83,13.12,Colorado,13.12,0.7939
9,Colorado,Kansas State,home,-0.21,7.43,-5.14,Kansas State,5.14,0.374
10,Colorado,Arizona State,away,-0.21,5.67,-8.38,Arizona State,8.38,0.3002
11,Colorado,Houston,home,-0.21,1.01,1.28,Colorado,1.28,0.5319
12,Colorado,Cincinnati,away,-0.21,5.26,-7.97,Cincinnati,7.97,0.3092
13,Colorado,UCF,home,-0.21,0.08,2.21,Colorado,2.21,0.5549
1,Colorado State,Wyoming,home,-8.04,-7.1,1.56,Colorado State,1.56,0.5388
2,Colorado State,Southern Utah (FCS baseline),home,-8.04,-18.0,12.46,Colorado State,12.46,0.7819
3,Colorado State,BYU,home,-8.04,8.21,-13.75,BYU,13.75,0.1951
4,Colorado State,UTSA,away,-8.04,-1.5,-9.04,UTSA,9.04,0.286
5,Colorado State,Oregon State,home,-8.04,-8.31,2.77,Colorado State,2.77,0.5687
7,Colorado State,Texas State,away,-8.04,-0.75,-9.79,Texas State,9.79,0.2703
8,Colorado State,San Diego State,home,-8.04,-1.36,-4.18,San Diego State,4.18,0.3969
9,Colorado State,Utah State,away,-8.04,-7.03,-3.51,Utah State,3.51,0.4132
10,Colorado State,Boise State,home,-8.04,5.3,-10.84,Boise State,10.84,0.249
11,Colorado State,Washington State,away,-8.04,-4.21,-6.33,Washington State,6.33,0.3462
12,Colorado State,Fresno State,away,-8.04,-5.91,-4.63,Fresno State,4.63,0.3861
1,Delaware,Merrimack (FCS baseline),home,-9.72,-18.0,10.78,Delaware,10.78,0.7498
2,Delaware,Vanderbilt,away,-9.72,13.24,-25.46,Vanderbilt,25.46,0.0558
3,Delaware,Coastal Carolina,home,-9.72,-12.42,5.2,Delaware,5.2,0.6274
4,Delaware,Virginia,away,-9.72,3.43,-15.65,Virginia,15.65,0.164
5,Delaware,Liberty,home,-9.72,-3.45,-3.77,Liberty,3.77,0.4069
7,Delaware,Middle Tennessee,away,-9.72,-13.13,0.91,Delaware,0.91,0.5227
8,Delaware,Missouri State,home,-9.72,-12.47,5.25,Delaware,5.25,0.6286
9,Delaware,Western Kentucky,away,-9.72,-7.07,-5.15,Western Kentucky,5.15,0.3738
10,Delaware,Kennesaw State,away,-9.72,-8.18,-4.04,Kennesaw State,4.04,0.4003
11,Delaware,Florida International,home,-9.72,-9.82,2.6,Delaware,2.6,0.5645
12,Delaware,New Mexico State,away,-9.72,-17.35,5.13,Delaware,5.13,0.6258
13,Delaware,Jacksonville State,home,-9.72,-8.54,1.32,Delaware,1.32,0.5329
1,Duke,Tulane,home,4.34,4.35,2.49,Duke,2.49,0.5618
2,Duke,Illinois,away,4.34,8.5,-6.66,Illinois,6.66,0.3386
3,Duke,Stanford,home,4.34,-8.78,15.62,Duke,15.62,0.8355
4,Duke,William & Mary (FCS baseline),home,4.34,-18.0,24.84,Duke,24.84,0.9397
6,Duke,Georgia Tech,away,4.34,7.05,-5.21,Georgia Tech,5.21,0.3724
7,Duke,North Carolina,home,4.34,-5.52,12.36,Duke,12.36,0.7801
8,Duke,Virginia,away,4.34,3.43,-1.59,Virginia,1.59,0.4604
